127.0.0.1 - - [25/Jul/2016:13:23:58 +0530] "GET / HTTP/1.1" 404 951
172.16.21.225 - - [25/Jul/2016:13:25:41 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/15 HTTP/1.1" 200 211
172.16.21.225 - - [25/Jul/2016:13:25:41 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:25:41 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1 HTTP/1.1" 200 84
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 183
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:25:50 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:25:56 +0530] "GET /HIS_API/rest/Queue/redirectQueue/1 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:25:57 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:25:57 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
172.16.21.225 - - [25/Jul/2016:13:25:57 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:25:57 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:25:57 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:06 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 360
172.16.21.225 - - [25/Jul/2016:13:26:06 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 519
172.16.21.225 - - [25/Jul/2016:13:26:07 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
172.16.21.225 - - [25/Jul/2016:13:26:07 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:26:07 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:07 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:12 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/9 HTTP/1.1" 200 202
172.16.21.225 - - [25/Jul/2016:13:26:12 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:12 +0530] "GET /HIS_API/rest/queue/checkin/9 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/9 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/4 HTTP/1.1" 200 202
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/queue/checkin/4 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:13 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/4 HTTP/1.1" 200 9466
172.16.21.225 - - [25/Jul/2016:13:26:14 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/4 HTTP/1.1" 200 9466
172.16.21.225 - - [25/Jul/2016:13:26:14 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/4 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/Queue/checkoutPatient/4 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 358
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:15 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/9 HTTP/1.1" 200 202
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/queue/checkin/9 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/9 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/15 HTTP/1.1" 200 211
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/checkinPatient/15 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/15 HTTP/1.1" 200 206
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/queue/checkin/15 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 3776
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 3776
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/15 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/queue/checkin/15 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 3776
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 3776
172.16.21.225 - - [25/Jul/2016:13:26:17 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/15 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "POST /HIS_API/rest/Visit/addVisit HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/15 HTTP/1.1" 200 1493
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 5643
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 5643
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/105 HTTP/1.1" 200 3714
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/15 HTTP/1.1" 200 1493
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/15 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/15/2015-07-10 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/15 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:24 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 5643
172.16.21.225 - - [25/Jul/2016:13:26:28 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/15 HTTP/1.1" 200 206
172.16.21.225 - - [25/Jul/2016:13:26:28 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:28 +0530] "GET /HIS_API/rest/queue/checkin/15 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:28 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 5643
172.16.21.225 - - [25/Jul/2016:13:26:28 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/15 HTTP/1.1" 200 5643
172.16.21.225 - - [25/Jul/2016:13:26:29 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/15 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/Queue/checkoutPatient/15 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 180
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:30 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:31 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/9 HTTP/1.1" 200 202
172.16.21.225 - - [25/Jul/2016:13:26:31 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:31 +0530] "GET /HIS_API/rest/queue/checkin/9 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/9 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/9 HTTP/1.1" 200 202
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/7 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/queue/checkin/9 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/9 HTTP/1.1" 200 3780
172.16.21.225 - - [25/Jul/2016:13:26:32 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/9 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/Queue/checkoutPatient/9 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:34 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 360
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/5 HTTP/1.1" 200 1201
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/5 HTTP/1.1" 200 598
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/5 HTTP/1.1" 200 15
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/5 HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:49 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/11 HTTP/1.1" 200 220
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/5 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/Queue/checkinPatient/11 HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/11 HTTP/1.1" 200 215
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/5 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/queue/checkin/11 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 50763
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 50763
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/queue/checkin/11 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 50763
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 50763
172.16.21.225 - - [25/Jul/2016:13:26:53 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "POST /HIS_API/rest/Visit/addVisit HTTP/1.1" 200 14
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/11 HTTP/1.1" 200 1509
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 52645
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 52645
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/106 HTTP/1.1" 200 3751
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/11 HTTP/1.1" 200 1509
172.16.21.225 - - [25/Jul/2016:13:27:01 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/11 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:27:02 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/11/2015-07-10 HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:27:02 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
172.16.21.225 - - [25/Jul/2016:13:27:02 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 500 3509
172.16.21.225 - - [25/Jul/2016:13:27:02 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 52645
172.16.21.225 - - [25/Jul/2016:13:27:06 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/11 HTTP/1.1" 200 215
172.16.21.225 - - [25/Jul/2016:13:27:06 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/5 HTTP/1.1" 204 -
172.16.21.225 - - [25/Jul/2016:13:27:06 +0530] "GET /HIS_API/rest/queue/checkin/11 HTTP/1.1" 404 967
172.16.21.225 - - [25/Jul/2016:13:27:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 52645
172.16.21.225 - - [25/Jul/2016:13:27:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 52645
