127.0.0.1 - - [26/Jul/2016:09:44:53 +0530] "GET / HTTP/1.1" 404 951
172.16.21.11 - - [26/Jul/2016:09:46:20 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:46:21 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:46:21 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:46:21 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:48:40 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:48:40 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:48:40 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:48:40 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:48:40 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:48:56 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:48:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:48:57 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:52:16 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:52:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:52:17 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:52:17 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:52:17 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:52:21 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:52:22 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:52:22 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:52:22 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:52:22 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:53:06 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:53:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:53:06 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:53:06 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:53:06 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:55:29 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:55:29 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:55:29 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:55:29 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:55:29 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:56:16 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:56:16 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:56:16 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:56:16 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:56:16 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:57:34 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:57:34 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:57:34 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:57:35 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:57:35 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:58:42 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:58:42 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:58:42 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:58:42 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:58:42 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:59:34 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:09:59:34 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:09:59:34 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:09:59:34 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:09:59:34 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:01:07 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:01:07 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:10:01:07 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:10:01:07 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:10:01:07 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:03:02 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:10:03:02 +0530] "GET /favicon.ico HTTP/1.1" 404 973
172.16.21.11 - - [26/Jul/2016:10:03:48 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:03:49 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:10:03:49 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:10:03:49 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:10:03:49 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:04:13 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:04:13 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/11 HTTP/1.1" 200 56396
172.16.21.11 - - [26/Jul/2016:10:04:13 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/27 HTTP/1.1" 200 318
172.16.21.11 - - [26/Jul/2016:10:04:14 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/30 HTTP/1.1" 200 6937
172.16.21.11 - - [26/Jul/2016:10:04:14 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/11 HTTP/1.1" 200 762
172.16.21.11 - - [26/Jul/2016:10:04:24 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 14
172.16.21.11 - - [26/Jul/2016:10:04:25 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 204 -
172.16.21.11 - - [26/Jul/2016:10:04:26 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3912
172.16.21.11 - - [26/Jul/2016:10:04:55 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/7 HTTP/1.1" 200 387
172.16.21.11 - - [26/Jul/2016:10:04:55 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/7 HTTP/1.1" 200 11343
172.16.21.11 - - [26/Jul/2016:10:04:55 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/25 HTTP/1.1" 200 317
172.16.21.11 - - [26/Jul/2016:10:04:55 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/2 HTTP/1.1" 200 1409
172.16.21.11 - - [26/Jul/2016:10:04:56 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/7 HTTP/1.1" 200 387
172.16.21.11 - - [26/Jul/2016:10:04:59 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 14
172.16.21.11 - - [26/Jul/2016:10:04:59 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 204 -
172.16.21.11 - - [26/Jul/2016:10:05:00 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:06:32 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:20:23 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:24:33 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:27:30 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:28:58 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/2 HTTP/1.1" 200 1409
172.16.21.11 - - [26/Jul/2016:10:28:58 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/7 HTTP/1.1" 200 384
172.16.21.11 - - [26/Jul/2016:10:29:01 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/7 HTTP/1.1" 200 384
172.16.21.11 - - [26/Jul/2016:10:29:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/7 HTTP/1.1" 200 11343
172.16.21.11 - - [26/Jul/2016:10:29:01 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/25 HTTP/1.1" 200 317
172.16.21.11 - - [26/Jul/2016:10:29:01 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/2 HTTP/1.1" 200 1409
172.16.21.11 - - [26/Jul/2016:10:29:01 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/7 HTTP/1.1" 200 384
172.16.21.11 - - [26/Jul/2016:10:29:02 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3909
172.16.21.11 - - [26/Jul/2016:10:29:26 +0530] "GET /report_view/index/ReqID/1/TestID/1/PID/1/HIN/12340000012 HTTP/1.1" 404 1063
172.16.21.11 - - [26/Jul/2016:10:30:34 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 116
172.16.21.11 - - [26/Jul/2016:10:30:34 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 121
172.16.21.11 - - [26/Jul/2016:10:30:35 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/20 HTTP/1.1" 200 314
172.16.21.11 - - [26/Jul/2016:10:30:46 +0530] "POST /HIS_API/rest/LabTestRequest/addSpecimenInfo HTTP/1.1" 200 8694
172.16.21.11 - - [26/Jul/2016:10:30:46 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 204 -
172.16.21.11 - - [26/Jul/2016:10:30:50 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3910
172.16.21.11 - - [26/Jul/2016:10:31:26 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3910
172.16.21.11 - - [26/Jul/2016:10:32:25 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3910
172.16.21.11 - - [26/Jul/2016:10:32:33 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 116
172.16.21.11 - - [26/Jul/2016:10:32:33 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 121
172.16.21.11 - - [26/Jul/2016:10:32:33 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/1 HTTP/1.1" 200 316
172.16.21.11 - - [26/Jul/2016:10:32:33 +0530] "GET /HIS_API/rest/LabTestRequest/getSpecimenByRequestID/1 HTTP/1.1" 200 303
172.16.21.11 - - [26/Jul/2016:10:34:02 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3910
172.16.21.11 - - [26/Jul/2016:10:42:06 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3910
172.16.21.11 - - [26/Jul/2016:10:42:09 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 116
172.16.21.11 - - [26/Jul/2016:10:42:09 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 121
172.16.21.11 - - [26/Jul/2016:10:42:10 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/10 HTTP/1.1" 200 314
172.16.21.11 - - [26/Jul/2016:10:42:13 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/13 HTTP/1.1" 200 379
172.16.21.11 - - [26/Jul/2016:10:42:13 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/13 HTTP/1.1" 200 3780
172.16.21.11 - - [26/Jul/2016:10:42:13 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/24 HTTP/1.1" 200 309
172.16.21.11 - - [26/Jul/2016:10:42:13 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 12613
172.16.21.11 - - [26/Jul/2016:10:42:14 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/13 HTTP/1.1" 200 379
172.16.21.11 - - [26/Jul/2016:10:42:25 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 14
172.16.21.11 - - [26/Jul/2016:10:42:25 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 204 -
172.16.21.11 - - [26/Jul/2016:10:42:26 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 14
172.16.21.11 - - [26/Jul/2016:10:42:26 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 204 -
172.16.21.11 - - [26/Jul/2016:10:42:27 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:11:45:42 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
172.16.21.11 - - [26/Jul/2016:11:45:43 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:11:46:01 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
172.16.21.11 - - [26/Jul/2016:11:46:01 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:11:46:26 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:11:47:22 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:12:00:51 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 200
172.16.21.11 - - [26/Jul/2016:12:00:51 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:12:01:14 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:12:01:16 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:12:01:16 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
172.16.21.11 - - [26/Jul/2016:12:01:26 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
172.16.21.11 - - [26/Jul/2016:12:01:26 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 3907
