127.0.0.1 - - [06/Mar/2017:09:19:28 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:19:08 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:19:08 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:10 +0530] "GET /HIS_API/rest/LiveSearch/allergyLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:11 +0530] "GET /HIS_API/rest/LiveSearch/allergyLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:18 +0530] "POST /HIS_API/rest/Allergy/addAllergy HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:18 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:18 +0530] "GET /HIS_API/rest/LiveSearch/allergyLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:20 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:20:20 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:17 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:24 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:24 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:36 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:38 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:57 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/73 HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:57 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/3 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 8341
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:58 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 8341
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:33:58 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:22 +0530] "GET /HIS_API/rest/LiveSearch/injuryLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:33 +0530] "GET /HIS_API/rest/LiveSearch/injuryLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:38 +0530] "POST /HIS_API/rest/Visit/addVisit HTTP/1.1" 200 3618
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:41 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:42 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/3 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:42 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/3 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:42 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:42 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:46 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:46 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/3 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:46 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/3 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:46 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:46 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:50 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:50 +0530] "GET /HIS_API/rest/OutPatient/getPatientsForDoctor/3/1 HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:54 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:54 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:54 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:55 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:56 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:57 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:57 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:58 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:58 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:58 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:59 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:36:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:00 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:01 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:01 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:01 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:02 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:03 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:04 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:05 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:06 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:06 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:06 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:07 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:08 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:09 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
