127.0.0.1 - - [15/Jun/2017:09:12:39 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:16 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:24 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:24 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:24 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:48 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:48 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:49 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:50 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:50 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:50 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:35:51 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:36:00 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:36:00 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:36:00 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:36:10 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:36:50 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:39:14 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:45:35 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:20 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:40 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:40 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:40 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:42 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:42 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:42 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:42 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:56 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:47:57 +0530] "GET /HIS_API/rest/PharmacyServices/drugStockTable HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:02 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:04 +0530] "GET /HIS_API/rest/DrugServices/getDrugNamesByCategory/Narcotics HTTP/1.1" 200 1228
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:14 +0530] "POST /HIS_API/rest/DrugServices/requestDrug HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:24 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:24 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:48:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:21 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:21 +0530] "GET /HIS_API/rest/PharmacyServices/drugStockTable HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:48 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:48 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:48 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:48 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:49:48 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:26 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:26 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:26 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:26 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:26 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:38 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 649
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:42 +0530] "POST /HIS_API/rest/PharmacyServices/insertDrug HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:50:43 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:51:09 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:51:50 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:51:59 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:17 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:31 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:33 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:33 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:33 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:33 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:34 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:34 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:34 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:35 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:35 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:35 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:36 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:36 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:37 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:39 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:39 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:39 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:41 +0530] "GET /HIS_API/rest/DrugServices/getDrugNamesByCategory/Narcotics HTTP/1.1" 200 1228
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:42 +0530] "GET /HIS_API/rest/DrugServices/getBatchesBydName/14 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:53 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:53 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:53 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:53 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:54 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:54 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:54 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:52:55 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:04 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:04 +0530] "GET /HIS_API/rest/PharmacyServices/drugStockTable HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:08 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:10 +0530] "GET /HIS_API/rest/DrugServices/getDrugNamesByCategory/Narcotics HTTP/1.1" 200 1228
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:18 +0530] "POST /HIS_API/rest/DrugServices/requestDrug HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:25 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:25 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:25 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:26 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:30 +0530] "POST /HIS_API/rest/PharmacyServices/insertDrug HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:32 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:34 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:34 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:34 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:34 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:39 +0530] "GET /HIS_API/rest/DrugServices/getRequest HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:40 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:40 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:40 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:41 +0530] "GET /HIS_API/rest/DrugServices/getDrugNamesByCategory/Narcotics HTTP/1.1" 200 1228
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:45 +0530] "GET /HIS_API/rest/DrugServices/getBatchesBydName/67 HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:53:48 +0530] "POST /HIS_API/rest/DrugServices/getBatchDetailsByDrugName HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:19 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:19 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:19 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:20 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:20 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:21 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:21 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:43 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:43 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:09:54:43 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:11 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:11 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:11 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:12 +0530] "GET /HIS_API/rest/DrugServices/drugreport HTTP/1.1" 200 1418
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:12 +0530] "GET /HIS_API/rest/DrugServices/getDrugNames HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:12 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:12 +0530] "GET /HIS_API/rest/DrugServices/getDrugByID/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:13 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:13 +0530] "GET /HIS_API/rest/DrugServices/getPharmFrequency HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:01:13 +0530] "GET /HIS_API/rest/DrugServices/getDrugCategories HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jun/2017:10:03:34 +0530] "GET /HIS_API/rest/DrugServices/getDosages HTTP/1.1" 200 639
