127.0.0.1 - - [22/Jun/2017:08:19:15 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:14 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:14 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:14 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "POST /HIS_API/rest/Queue/addPatientToQueueAuto HTTP/1.1" 200 3061
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/89 HTTP/1.1" 200 1870
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/89 HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:18 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:23 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:23 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:23 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:24 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:24 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:25 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:25 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:26 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:26 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:26 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:27 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:27 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:28 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:28 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:28 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:34 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:34 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:34 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:35 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:35 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:35 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 331
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:28:44 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:05 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:05 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:05 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:06 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:06 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:06 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:11 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/89 HTTP/1.1" 200 1870
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:11 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/89 HTTP/1.1" 200 1870
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 331
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:18 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:20 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:20 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:20 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 331
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:20 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:20 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:36 +0530] "GET /HIS_API/rest/OutPatient/getAllPatients HTTP/1.1" 200 110381
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:41 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:41 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/86 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:44 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:45 +0530] "POST /HIS_API/rest/Queue/addPatientToQueueAuto HTTP/1.1" 200 3090
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:45 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:45 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/86 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:45 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:46 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:46 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 517
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:46 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:46 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:52 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:52 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/86 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:52 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:52 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:53 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:29:54 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/86 HTTP/1.1" 200 10836
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:07 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/7 HTTP/1.1" 200 517
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:07 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/7 HTTP/1.1" 200 598
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:07 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/7 HTTP/1.1" 200 331
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:07 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/7 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:07 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:14 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:14 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:14 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:15 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:15 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:15 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:17 +0530] "GET /HIS_API/rest/Queue/holdQueue/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:17 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:17 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:18 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:18 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:18 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:30 +0530] "GET /HIS_API/rest/OutPatient/getAllPatients HTTP/1.1" 200 110381
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:34 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:34 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:35 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:35 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/10 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:36 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:36 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:36 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 517
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:36 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:36 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:39 +0530] "POST /HIS_API/rest/Queue/addPatientToQueueAuto HTTP/1.1" 200 3112
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/10 HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 517
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:40 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:43 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:43 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:44 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:44 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:44 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:51 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:51 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:54 +0530] "GET /HIS_API/rest/OutPatient/getAllPatients HTTP/1.1" 200 110381
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/39 HTTP/1.1" 200 1819
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:30:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/39 HTTP/1.1" 200 1819
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:00 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/39 HTTP/1.1" 200 1819
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:00 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/39 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:00 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:00 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:01 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 517
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:01 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:01 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "POST /HIS_API/rest/Queue/addPatientToQueueAuto HTTP/1.1" 200 3009
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/39 HTTP/1.1" 200 1819
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/39 HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-06-22/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByDoctorID/19 HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:03 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1/2017-06-22 HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:07 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:07 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [22/Jun/2017:09:31:08 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2248
